Reference Number,Included?,Authors,Article Title,Source Title,Publication Year,Volume,Page/Article Number,DOI
2173,N,"Kirkbride, Ryan C.; Yu, Helen Hong; Nah, Gyoungju; Zhang, Changqing; Shi, Xiaoli; Chen, Z. Jeffrey",An Epigenetic Role for Disrupted Paternal Gene Expression in Postzygotic Seed Abortion in Arabidopsis Interspecific Hybrids,MOLECULAR PLANT,2015,8,1766-1775,10.1016/j.molp.2015.09.009
2174,N,"Kitavi, M.; Cashell, R.; Ferguson, M.; Lorenzen, J.; Nyine, M.; McKeown, P. C.; Spillane, C.",Heritable epigenetic diversity for conservation and utilization of epigenetic germplasm resources of clonal East African Highland banana (EAHB) accessions,THEORETICAL AND APPLIED GENETICS,2020,133,2605-2625,10.1007/s00122-020-03620-1
2175,N,"Klosinska, Maja; Picard, Colette L.; Gehring, Mary",Conserved imprinting associated with unique epigenetic signatures in the Arabidopsis genus,NATURE PLANTS,2016,2,16145,10.1038/NPLANTS.2016.145
2176,N,"Koganti, Prasanthi P.; Wang, Jian; Cleveland, Beth; Yao, Jianbo",17 beta-Estradiol Increases Non-CpG Methylation in Exon 1 of the Rainbow Trout (Oncorhynchus mykiss) MyoD Gene,MARINE BIOTECHNOLOGY,2017,19,321-327,10.1007/s10126-017-9756-6
2177,N,"Kohler, Claudia; Lafon-Placette, Clement",Evolution and function of epigenetic processes in the endosperm,FRONTIERS IN PLANT SCIENCE,2015,6,130,10.3389/fpls.2015.00130
2178,N,"Komiya, Reina; Shimamoto, Ko",Genetic and epigenetic regulation of flowering in rice,PLANT BIOTECHNOLOGY,2008,25,279-284,10.5511/plantbiotechnology.25.279
2179,N,"Kooke, Rik; Johannes, Frank; Wardenaar, Rene; Becker, Frank; Etcheverry, Mathilde; Colot, Vincent; Vreugdenhil, Dick; Keurentjes, Joost J. B.",Epigenetic Basis of Morphological Variation and Phenotypic Plasticity in Arabidopsis thaliana,PLANT CELL,2015,27,337-348,10.1105/tpc.114.133025
2180,N,"Kooke, Rik; Keurentjes, Joost J. B.",Epigenetic variation contributes to environmental adaptation of Arabidopsis thaliana,PLANT SIGNALING & BEHAVIOR,2015,10,-,10.1080/15592324.2015.1057368
2181,N,"Kovarik, Ales; Dadejova, Martina; Lim, Yoong K.; Chase, Mark W.; Clarkson, James J.; Knapp, Sandra; Leitch, Andrew R.",Evolution of rDNA in Nicotiana allopolyploids: A potential link between rDNA homogenization and epigenetics,ANNALS OF BOTANY,2008,101,815-823,10.1093/aob/mcn019
2182,N,"Kress, Aljoscha; Oppold, Ann-Marie; Kuch, Ulrich; Oehlmann, Jorg; Mueller, Ruth",Cold tolerance of the Asian tiger mosquito Aedes albopictus and its response to epigenetic alterations,JOURNAL OF INSECT PHYSIOLOGY,2017,99,113-121,10.1016/j.jinsphys.2017.04.003
2183,N,"Krubitzer, L; Huffman, KJ",Arealization of the neocortex in mammals: Genetic and epigenetic contributions to the phenotype,BRAIN BEHAVIOR AND EVOLUTION,2000,55,322-335,10.1159/000006667
2184,N,"Kubis, SE; Castilho, AMMF; Vershinin, AV; Heslop-Harrison, JS","Retroelements, transposons and methylation status in the genome of oil palm (Elaeis guineensis) and the relationship to somaclonal variation",PLANT MOLECULAR BIOLOGY,2003,52,69-79,10.1023/A:1023942309092
2185,N,"Kucharski, R.; Maleszka, J.; Maleszka, R.",A possible role of DNA methylation in functional divergence of a fast evolving duplicate gene encoding odorant binding protein 11 in the honeybee,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2016,283,20160558,10.1098/rspb.2016.0558
2186,N,"Kumar, Ajay; Kumar, Sushil; Anju, Thattantavide; Ramchiary, Nirala","GENETIC, EPIGENETIC, AND HORMONAL REGULATION OF FRUIT DEVELOPMENT AND RIPENING IN CAPSICUM L. SPECIES",ANNUAL PLANT REVIEWS ONLINE,2021,4,295-356,10.1002/9781119312994.apr0782
2187,N,"Kumar, Suresh; Beena, A. S.; Awana, Monika; Singh, Archana","Physiological, Biochemical, Epigenetic and Molecular Analyses of Wheat (Triticum aestivum) Genotypes with Contrasting Salt Tolerance",FRONTIERS IN PLANT SCIENCE,2017,8,1151,10.3389/fpls.2017.01151
2188,N,"Kyger, Ryan; Luzuriaga-Neira, Agusto; Layman, Thomas; Milkewitz Sandberg, Tatiana Orli; Singh, Devika; Huchon, Dorothee; Peri, Sateesh; Atkinson, Stephen D.; Bartholomew, Jerri L.; Yi, Soojin, V; Alvarez-Ponce, David","Myxosporea (Myxozoa, Cnidaria) Lack DNA Cytosine Methylation",MOLECULAR BIOLOGY AND EVOLUTION,2021,38,393-404,10.1093/molbev/msaa214
2189,N,"Latzel, Vit; Gonzalez, Alejandra P. Rendina; Rosenthal, Jonathan",Epigenetic Memory as a Basis for Intelligent Behavior in Clonal Plants,FRONTIERS IN PLANT SCIENCE,2016,7,1354,10.3389/fpls.2016.01354
2190,N,"Latzel, Vit; Zhang, Yuanye; Moritz, Kim Karlsson; Fischer, Markus; Bossdorf, Oliver",Epigenetic variation in plant responses to defence hormones,ANNALS OF BOTANY,2012,110,1423-1428,10.1093/aob/mcs088
2191,N,"Lavania, Umesh C.; Srivastava, Sarita; Lavania, Seshu; Basu, Surochita; Misra, Nandeesh Kumar; Mukai, Yasuhiko","Autopolyploidy differentially influences body size in plants, but facilitates enhanced accumulation of secondary metabolites, causing increased cytosine methylation",PLANT JOURNAL,2012,71,539-549,10.1111/j.1365-313X.2012.05006.x
2192,N,"Ledon-Rettig, Cris C.",Ecological Epigenetics: An Introduction to the Symposium,INTEGRATIVE AND COMPARATIVE BIOLOGY,2013,53,307-318,10.1093/icb/ict053
2193,N,"Lee, Gi-Ho; Sohn, Seong-Han; Park, Eun-Young; Park, Young-Doo",Aberrant promoter methylation occurred from multicopy transgene and SU(VAR)3-9 homolog 9 (SUVH9) gene in transgenic Nicotiana benthamiana,FUNCTIONAL PLANT BIOLOGY,2012,39,764-773,10.1071/FP12051
2194,Y,"Leitwein, Maeva; Laporte, Martin; Le Luyer, Jeremy; Mohns, Kayla; Normandeau, Eric; Withler, Ruth; Bernatchez, Louis",Epigenomic modifications induced by hatchery rearing persist in germ line cells of adult salmon after their oceanic migration,EVOLUTIONARY APPLICATIONS,,,-,10.1111/eva.13235
2195,N,"Li, Ai; Hu, Bao-Quan; Xue, Zhen-Yi; Chen, Li; Wang, Wei-Xing; Song, Wen-Qin; Chen, Cheng-Bin; Wang, Chun-Guo",DNA Methylation in Genomes of Several Annual Herbaceous and Woody Perennial Plants of Varying Ploidy as Detected by MSAP,PLANT MOLECULAR BIOLOGY REPORTER,2011,29,784-793,10.1007/s11105-010-0280-3
2196,Y,"Li, Bo; Gong, Qiang; Hua, Wei; Chen, Gonghai; Zhang, Wenying; Xu, Yanhao; Li, Chengdao",Genetic and epigenetic variations in barley (Hordeum vulgareL.) using SSR and MSAP approaches,GENETIC RESOURCES AND CROP EVOLUTION,2021,68,729-739,10.1007/s10722-020-01019-x
2197,Y,"Li, Hui; Yang, Xingyu; Wang, Qingfeng; Chen, Jinming; Shi, Tao",Distinct methylome patterns contribute to ecotypic differentiation in the growth of the storage organ of a flowering plant (sacred lotus),MOLECULAR ECOLOGY,2021,30,2831-2845,10.1111/mec.15933
2198,N,"Li, HY; Savage, T; Obermoeller, RD; Kazianis, S; Walter, RB",Parental 5-methylcytosine methylation patterns are stable upon interspecies hybridization of Xiphophorus (Teleostei : Poeciliidae) fish,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY,2002,133,PII S1096-4959(02)00166-5,10.1016/S1096-4959(02)00166-5
2199,N,"Li, Min; Wang, Wen-Sheng; Pang, Yun-Long; Domingo, Jessica R.; Ali, Jauhar; Xu, Jian-Long; Fu, Bin-Ying; Venus, Elec B.; Li, Zhi-Kang",Characterization of Salt-Induced Epigenetic Segregation by Genome-Wide Loss of Heterozygosity and its Association with Salt Tolerance in Rice (Oryza sativa L.),FRONTIERS IN PLANT SCIENCE,2017,8,977,10.3389/fpls.2017.00977
2200,N,"Li, Ming-Rui; Shi, Feng-Xue; Zhou, Yu-Xin; Li, Ya-Ling; Wang, Xin-Feng; Zhang, Cui; Wang, Xu-Tong; Liu, Bao; Xiao, Hong-Xing; Li, Lin-Feng",Genetic and Epigenetic Diversities Shed Light on Domestication of Cultivated Ginseng (Panax ginseng),MOLECULAR PLANT,2015,8,1612-1622,10.1016/j.molp.2015.07.011
2201,N,"Li, Ning; Xu, Chunming; Zhang, Ai; Lv, Ruili; Meng, Xinchao; Lin, Xiuyun; Gong, Lei; Wendel, Jonathan F.; Liu, Bao","DNA methylation repatterning accompanying hybridization, whole genome doubling and homoeolog exchange in nascent segmental rice allotetraploids",NEW PHYTOLOGIST,2019,223,979-992,10.1111/nph.15820
2202,N,"Li, Wanzhen; Wang, Yulong; Zhu, Jianyu; Wang, Zhangxun; Tang, Guiliang; Huang, Bo",Differential DNA methylation may contribute to temporal and spatial regulation of gene expression and the development of mycelia and conidia in entomopathogenic fungus Metarhizium robertsii,FUNGAL BIOLOGY,2017,121,293-303,10.1016/j.fUnbio.2017.01.002
2203,N,"Li, Xuanli; Guo, Weiwei; Wang, Bing; Li, Xiangsong; Chen, Honggao; Wei, Lihua; Wang, Yanjie; Wu, Jiangsheng; Long, Hong",Instability of chromosome number and DNA methylation variation induced by hybridization and amphidiploid formation between Raphanus sativus L. and Brassica alboglabra Bailey,BMC PLANT BIOLOGY,2010,10,207,10.1186/1471-2229-10-207
2204,N,"Li, Zhonghai; Kim, Jin Hee; Kim, Jeongsik; Lyu, Jae Il; Zhang, Yi; Guo, Hongwei; Nam, Hong Gil; Woo, Hye Ryun",ATM suppresses leaf senescence triggered by DNA double-strand break through epigenetic control of senescence-associated genes in Arabidopsis,NEW PHYTOLOGIST,2020,227,473-484,10.1111/nph.16535
2205,N,"Li, Zicong; Jiang, Danhua; Fu, Xing; Luo, Xiao; Liu, Renyi; He, Yuehui",Coupling of histone methylation and RNA processing by the nuclear mRNA cap-binding complex,NATURE PLANTS,2016,2,16015,10.1038/NPLANTS.2016.15
2206,Y,"Liebl, Andrea L.; Schrey, Aaron W.; Richards, Christina L.; Martin, Lynn B.",Patterns of DNA Methylation Throughout a Range Expansion of an Introduced Songbird,INTEGRATIVE AND COMPARATIVE BIOLOGY,2013,53,351-358,10.1093/icb/ict007
2207,N,"Lievers, Rik; Kuperus, Peter; Groot, Astrid T.","DNA methylation patterns in the tobacco budworm, Chloridea virescens",INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,2020,121,103370,10.1016/j.ibmb.2020.103370
2208,N,"Lim, Yong-Kian; Cheung, Khan; Dang, Xin; Roberts, Steven B.; Wang, Xiaotong; Thiyagarajan, Vengatesen","DNA methylation changes in response to ocean acidification at the time of larval metamorphosis in the edible oyster, Crassostrea hongkongensis",MARINE ENVIRONMENTAL RESEARCH,2021,163,105217,10.1016/j.marenvres.2020.105217
2209,N,"Lin, Zhongyuan; Liu, Meihui; Damaris, Rebecca Njeri; Nyong'a, Tonny Maraga; Cao, Dingding; Ou, Kefang; Yang, Pingfang",Genome-Wide DNA Methylation Profiling in the Lotus (Nelumbo nucifera) Flower Showing its Contribution to the Stamen Petaloid,PLANTS-BASEL,2019,8,135,10.3390/plants8050135
2210,N,"Liu, Chang; Yang, Xuejiao; Zhang, Huakun; Wang, Xutong; Zhang, Zhibin; Bian, Yao; Zhu, Bo; Dong, Yuzhu; Liu, Bao",Genetic and epigenetic modifications to the BBAA component of common wheat during its evolutionary history at the hexaploid level,PLANT MOLECULAR BIOLOGY,2015,88,53-64,10.1007/s11103-015-0307-0
2211,N,"Liu, Gaofeng; Khan, Nadeem; Ma, Xiaoqing; Hou, Xilin","Identification, Evolution, and Expression Profiling of Histone Lysine Methylation Moderators in Brassica rapa",PLANTS-BASEL,2019,8,526,10.3390/plants8120526
2212,N,"Liu, Wanlu; Duttke, Sascha H.; Hetzel, Jonathan; Groth, Martin; Feng, Suhua; Gallego-Bartolome, Javier; Zhong, Zhenhui; Kuo, Hsuan Yu; Wang, Zonghua; Zhai, Jixian; Chory, Joanne; Jacobsen, Steven E.",RNA-directed DNA methylation involves co-transcriptional small-RNA-guided slicing of polymerase V transcripts in Arabidopsis,NATURE PLANTS,2018,4,181-188,10.1038/s41477-017-0100-y
2213,N,"Liu, Wen-bin; Liu, Jin-yi; Ao, Lin; Zhou, Zi-yuan; Zhou, Yan-hong; Cui, Zhi-hong; Yang, Huan; Cao, Jia",Dynamic changes in DNA methylation during multistep rat lung carcinogenesis induced by 3-methylcholanthrene and diethylnitrosamine,TOXICOLOGY LETTERS,2009,189,13-May,10.1016/j.toxlet.2009.04.022
2214,N,"Liu, Xiao-Jing; Chuang, Yao-Nung; Chiou, Chung-Yi; Chin, Dan-Chu; Shen, Fu-Quan; Yeh, Kai-Wun",Methylation effect on chalcone synthase gene expression determines anthocyanin pigmentation in floral tissues of two Oncidium orchid cultivars,PLANTA,2012,236,401-409,10.1007/s00425-012-1616-z
2215,N,"Liu, ZL; Han, FP; Tan, M; Shan, XH; Dong, YZ; Wang, XZ; Fedak, G; Hao, S; Liu, B",Activation of a rice endogenous retrotransposon Tos17 in tissue culture is accompanied by cytosine demethylation and causes heritable alteration in methylation pattern of flanking genomic regions,THEORETICAL AND APPLIED GENETICS,2004,109,200-209,10.1007/s00122-004-1618-8
2216,N,"Liu, ZL; Wang, YM; Shen, Y; Guo, WL; Hao, S; Liu, B",Extensive alterations in DNA methylation and transcription in rice caused by introgression from Zizania latifolia,PLANT MOLECULAR BIOLOGY,2004,54,571-582,10.1023/B:PLAN.0000038270.48326.7a
2217,Y,"Lo, N.; Li, B.; Ujvari, B.",DNA methylation in the termite Coptotermes lacteus,INSECTES SOCIAUX,2012,59,257-261,10.1007/s00040-011-0213-7
2218,N,"Luetke-Eversloh, Merlin; Hammer, Quinn; Durek, Pawel; Nordstroem, Karl; Gasparoni, Gilles; Pink, Matthias; Hamann, Alf; Walter, Joern; Chang, Hyun-Dong; Dong, Jun; Romagnani, Chiara",Human Cytomegalovirus Drives Epigenetic Imprinting of the IFNG Locus in NKG2C(hi) Natural Killer Cells,PLOS PATHOGENS,2014,10,e1004441,10.1371/journal.ppat.1004441
2219,N,"Lukens, LN; Pires, JC; Leon, E; Vogelzang, R; Oslach, L; Osborn, T",Patterns of sequence loss and cytosine methylation within a population of newly resynthesized Brassica napus allopolyploids,PLANT PHYSIOLOGY,2006,140,336-348,10.1104/pp.105.066308
2220,N,"Ma, Minghao; Chen, Xiaohui; Yin, Yibo; Fan, Ruixin; Li, Bo; Zhan, Yaguang; Zeng, Fansuo",DNA Methylation Silences Exogenous Gene Expression in Transgenic Birch Progeny,FRONTIERS IN PLANT SCIENCE,2020,11,523748,10.3389/fpls.2020.523748
2221,N,"Madlung, A; Masuelli, RW; Watson, B; Reynolds, SH; Davison, J; Comai, L",Remodeling of DNA methylation and phenotypic and transcriptional changes in synthetic Arabidopsis allotetraploids,PLANT PHYSIOLOGY,2002,129,733-746,10.1104/pp.003095
2222,N,"Malinowska, Marta; Nagy, Istvan; Wagemaker, Cornelis A. M.; Ruud, Anja K.; Svane, Simon F.; Thorup-Kristensen, Kristian; Jensen, Christian S.; Eriksen, Birger; Krusell, Lene; Jahoor, Ahmed; Jensen, Jens; Eriksen, Lars Bonde; Asp, Torben","The cytosine methylation landscape of spring barley revealed by a new reduced representation bisulfite sequencing pipeline, WellMeth",PLANT GENOME,2020,13,e20049,10.1002/tpg2.20049
2223,Y,"Mancia, Annalaura; Abelli, Luigi; Fossi, Maria Cristina; Panti, Cristina",Skin distress associated with xenobiotics exposure: An epigenetic study in the Mediterranean fin whale (Balaenoptera physalus),MARINE GENOMICS,2021,57,100822,10.1016/j.margen.2020.100822
2224,N,"Marhold, J; Rothe, N; Pauli, A; Mund, C; Kuehle, K; Brueckner, B; Lyko, F",Conservation of DNA methylation in dipteran insects,INSECT MOLECULAR BIOLOGY,2004,13,117-123,10.1111/j.0962-1075.2004.00466.x
2225,N,"Markov, G; Chassovnikarova, T",Epigenetic characteristics and divergence between populations of Apodemus sylvaticus in Bulgaria,FOLIA ZOOLOGICA,1999,48,63-67,
2226,N,"Markov, Georgi G.; Colak, Ercument; Yigit, Nuri; Kocheva, Maria A.; Gospodinova, Milena K.; Dimitrov, Hristo","Population Epigenetic Diversity versus Subspecies Detachment of the Forest Dormouse, Dryomys nitedula (Pallas, 1778) (Rodentia: Gliridae), in a Long Distance Transect in Eurasia: Implication for its Conservation",ACTA ZOOLOGICA BULGARICA,2017,,199-204,
2227,N,"Mathers, Thomas C.; Mugford, Sam T.; Percival-Alwyn, Lawrence; Chen, Yazhou; Kaithakottil, Gemy; Swarbreck, David; Hogenhout, Saskia A.; van Oosterhout, Cock",Sex-specific changes in the aphid DNA methylation landscape,MOLECULAR ECOLOGY,2019,28,4228-4241,10.1111/mec.15216
2228,N,"Matyasek, Roman; Dobesova, Eva; Huska, Dalibor; Jezkova, Ivana; Soltis, Pamela S.; Soltis, Douglas E.; Kovarik, Ales",Interpopulation hybridization generates meiotically stable rDNA epigenetic variants in allotetraploid Tragopogon mirus,PLANT JOURNAL,2016,85,362-377,10.1111/tpj.13110
2229,N,"Matyasek, Roman; Krumpolcova, Alice; Lunerova, Jana; Mikulaskova, Eva; Rossello, Josep A.; Kovarik, Ales",Unique Epigenetic Features of Ribosomal RNA Genes (rDNA) in Early Diverging Plants (Bryophytes),FRONTIERS IN PLANT SCIENCE,2019,10,1066,10.3389/fpls.2019.01066
2230,N,"Maury, Stephane; Trap-Gentil, Marie-Veronique; Hebrard, Claire; Weyens, Guy; Delaunay, Alain; Barnes, Steve; Lefebvre, Marc; Joseph, Claude",Genic DNA methylation changes during in vitro organogenesis: organ specificity and conservation between parental lines of epialleles,PHYSIOLOGIA PLANTARUM,2012,146,321-335,10.1111/j.1399-3054.2012.01634.x
2231,N,"Mayasich, Sally A.; Bemis, Lynne T.; Clarke, Benjamin L.",DNA methylation in a sea lamprey vasotocin receptor gene promoter correlates with tissue- and life-stage-specific mRNA expression,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY,2016,202,56-66,10.1016/j.cbpb.2016.07.007
2232,N,"Mazzoleni, Meryl; Figuet, Sylvie; Martin-Laffon, Jacqueline; Mininno, Morgane; Gilgen, Annabelle; Leroux, Melanie; Brugiere, Sabine; Tardif, Marianne; Alban, Claude; Ravanel, Stephane",Dual Targeting of the Protein Methyltransferase PrmA Contributes to Both Chloroplastic and Mitochondrial Ribosomal Protein L11 Methylation in Arabidopsis,PLANT AND CELL PHYSIOLOGY,2015,56,1697-1710,10.1093/pcp/pcv098
2233,N,"McCaw, Beth A.; Stevenson, Tyler J.; Lancaster, Lesley T.",Epigenetic Responses to Temperature and Climate,INTEGRATIVE AND COMPARATIVE BIOLOGY,2020,60,1469-1480,10.1093/icb/icaa049
2234,N,"McGrath, JM; Pichersky, E",Methylation of somatic and sperm DNA in the homosporous fern Ceratopteris richardii,PLANT MOLECULAR BIOLOGY,1997,35,1023-1027,10.1023/A:1005962520544
2235,N,"McKeown, Peter C.; Spillane, Charles",Landscaping Plant Epigenetics,PLANT EPIGENETICS AND EPIGENOMICS: METHODS AND PROTOCOLS,2014,1112,24-Jan,10.1007/978-1-62703-773-0_1
2236,Y,"McNew, Sabrina M.; Boquete, M. Teresa; Espinoza-Ulloa, Sebastian; Andres, Jose A.; Wagemaker, Niels C. A. M.; Knutie, Sarah A.; Richards, Christina L.; Clayton, Dale H.",Epigenetic effects of parasites and pesticides on captive and wild nestling birds,ECOLOGY AND EVOLUTION,2021,11,7713-7729,10.1002/ece3.7606
2237,N,"Meng, F. -R.; Li, Y. -C.; Yin, J.; Liu, H.; Chen, X. -J.; Ni, Z. -F.; Sun, Q. -X.",Analysis of DNA methylation during the germination of wheat seeds,BIOLOGIA PLANTARUM,2012,56,269-275,10.1007/s10535-012-0086-2
2238,N,"Merkling, Sarah H.; Bronkhorst, Alfred W.; Kramer, Jamie M.; Overheul, Gijs J.; Schenck, Annette; Van Rij, Ronald P.",The Epigenetic Regulator G9a Mediates Tolerance to RNA Virus Infection in Drosophila,PLOS PATHOGENS,2015,11,e1004692,10.1371/journal.ppat.1004692
2239,N,"MESSEGUER, R; GANAL, MW; STEFFENS, JC; TANKSLEY, SD","CHARACTERIZATION OF THE LEVEL, TARGET SITES AND INHERITANCE OF CYTOSINE METHYLATION IN TOMATO NUCLEAR-DNA",PLANT MOLECULAR BIOLOGY,1991,16,753-770,10.1007/BF00015069
2240,N,"Metzger, David C. H.; Schulte, Patricia M.",Epigenomics in marine fishes,MARINE GENOMICS,2016,30,43-54,10.1016/j.margen.2016.01.004
2241,N,"Miao, Zhenyan; Zhang, Ting; Qi, Yuhong; Song, Jie; Han, Zhaoxue; Ma, Chuang",Evolution of the RNA N-6-Methyladenosine Methylome Mediated by Genomic Duplication,PLANT PHYSIOLOGY,2020,182,345-360,10.1104/pp.19.00323
2242,N,"Mira, Sara; Pirredda, Michela; Martin-Sanchez, Marcos; Marchessi, Jesus E.; Martin, Carmen",DNA methylation and integrity in aged seeds and regenerated plants,SEED SCIENCE RESEARCH,2020,30,PII S0960258520000021,10.1017/S0960258520000021
2243,N,"Mitaka, Yuki; Tasaki, Eisuke; Nozaki, Tomonari; Fuchikawa, Taro; Kobayashi, Kazuya; Matsuura, Kenji",Transcriptomic analysis of epigenetic modification genes in the termite Reticulitermes speratus,INSECT SCIENCE,2020,27,202-211,10.1111/1744-7917.12640
2244,N,"Morris, SA; Shibata, Y; Noma, K; Tsukamoto, Y; Warren, E; Temple, B; Grewal, SIS; Strahl, BD",Histone H3K36 methylation is associated with transcription elongation in Schizosaccharomyces pombe,EUKARYOTIC CELL,2005,4,1446-1454,10.1128/EC.4.8.1446-1454.2005
2245,N,"Muyle, Aline; Gaut, Brandon S.",Loss of Gene Body Methylation in Eutrema salsugineum Is Associated with Reduced Gene Expression,MOLECULAR BIOLOGY AND EVOLUTION,2019,36,155-158,10.1093/molbev/msy204
2246,N,"Muyle, Aline; Seymour, Danelle; Darzentas, Nikos; Primetis, Elias; Gaut, Brandon S.; Bousios, Alexandros",Gene capture by transposable elements leads to epigenetic conflict in maize,MOLECULAR PLANT,2021,14,237-252,10.1016/j.molp.2020.11.003
2247,N,"N'Diaye, Amidou; Byrns, Brook; Cory, Aron T.; Nilsen, Kirby T.; Walkowiak, Sean; Sharpe, Andrew; Robinson, Stephen J.; Pozniak, Curtis J.",Machine learning analyses of methylation profiles uncovers tissue-specific gene expression patterns in wheat,PLANT GENOME,2020,13,e20027,10.1002/tpg2.20027
2248,N,"Naumova, Oxana Yu.; Dozier, Mary; Dobrynin, Pavel V.; Grigorev, Kirill; Wallin, Allison; Jeltova, Ida; Lee, Maria; Raefski, Adam; Grigorenko, Elena L.",Developmental dynamics of the epigenome: A longitudinal study of three toddlers,NEUROTOXICOLOGY AND TERATOLOGY,2018,66,125-131,10.1016/j.ntt.2017.12.006
2249,Y,"Ni, Biao; You, Jian; Li, Jiangnan; Du, Yingda; Zhao, Wei; Chen, Xia","Genetic and Epigenetic Changes during the Upward Expansion of Deyeuxia angustifolia Kom. in the Alpine Tundra of the Changbai Mountains, China",PLANTS-BASEL,2021,10,291,10.3390/plants10020291
2250,Y,"Ni, Ping; Murphy, Kieran J.; Wyeth, Russell C.; Bishop, Cory D.; Li, Shiguo; Zhan, Aibin",Significant population methylation divergence and local environmental influence in an invasive ascidian Ciona intestinalis at fine geographical scales,MARINE BIOLOGY,2019,166,143,10.1007/s00227-019-3592-3
2251,N,"Ning, Yong-Qiang; Liu, Na; Lan, Ke-Ke; Su, Yin-Na; Li, Lin; Chen, She; He, Xin-Jian",DREAM complex suppresses DNA methylation maintenance genes and precludes DNA hypermethylation,NATURE PLANTS,2020,6,942-,10.1038/s41477-020-0710-7
2252,Y,"Novero, Annabelle U.; Mabras, Ma. Brigida; Esteban, Hannah Jean",Epigenetic inheritance of spine formation in sago palm (Metroxylon sagu Roettb),PLANT OMICS,2012,5,559-566,
2253,N,"Noy-Malka, Chen; Yaari, Rafael; Itzhaki, Rachel; Mosquna, Assaf; Gershovitz, Nitzan Auerbach; Katz, Aviva; Ohad, Nir",A single CMT methyltransferase homolog is involved in CHG DNA methylation and development of Physcomitrella patens,PLANT MOLECULAR BIOLOGY,2014,84,719-735,10.1007/s11103-013-0165-6
2254,N,"Nye, Taylor M.; Jacob, Kristin M.; Holley, Elena K.; Nevarez, Juan M.; Dawid, Suzanne; Simmons, Lyle A.; Watson, Michael E., Jr.",DNA methylation from a Type I restriction modification system influences gene expression and virulence in Streptococcus pyogenes,PLOS PATHOGENS,2019,15,e1007841,10.1371/journal.ppat.1007841
2255,N,"O'Dea, Rose E.; Noble, Daniel W. A.; Johnson, Sheri L.; Hesselson, Daniel; Nakagawa, Shinichi","The role of non-genetic inheritance in evolutionary rescue: epigenetic buffering, heritable bet hedging and epigenetic traps",ENVIRONMENTAL EPIGENETICS,2016,2,dvv014,10.1093/eep/dvv014
2256,N,"Ochogavia, Ana C.; Cervigni, Gerardo; Selva, Juan P.; Echenique, Viviana C.; Pessino, Silvina C.",Variation in cytosine methylation patterns during ploidy level conversions in Eragrostis curvula,PLANT MOLECULAR BIOLOGY,2009,70,17-29,10.1007/s11103-009-9454-5
2257,N,"Ohta, Tomoko","Near-Neutrality, Robustness, and Epigenetics",GENOME BIOLOGY AND EVOLUTION,2011,3,1034-1038,10.1093/gbe/evr012
2258,N,"Okada, Takashi; Singh, Mohan B.; Bhalla, Prem L.",Histone H3 variants in male gametic cells of lily and H3 methylation in mature pollen,PLANT MOLECULAR BIOLOGY,2006,62,503-512,10.1007/s11103-006-9036-8
2259,N,"Olson, Andrew; Klein, Robert R.; Dugas, Diana V.; Lu, Zhenyuan; Regulski, Michael; Klein, Patricia E.; Ware, Doreen",Expanding and Vetting Sorghum bicolor Gene Annotations through Transcriptome and Methylome Sequencing,PLANT GENOME,2014,7,,10.3835/plantgenome2013.08.0025
2260,N,"Ono, M; Swanson, JJ; Field, LM; Devonshire, AL; Siegfried, BD","Amplification and methylation of an esterase gene associated with insecticide-resistance in greenbugs, Schizaphis graminum (Rondani) (Homoptera : Aphididae)",INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,1999,29,1065-1073,10.1016/S0965-1748(99)00082-X
2261,N,"Ortega-Recalde, Oscar; Goikoetxea, Alexander; Hore, Timothy A.; Todd, Erica V.; Gemmell, Neil J.",The Genetics and Epigenetics of Sex Change in Fish,"ANNUAL REVIEW OF ANIMAL BIOSCIENCES, VOL 8, 2020",2020,8,47-69,10.1146/annurev-animal-021419-083634
2262,N,"Ortiz, Jorge G. Muniz; Shang, Junjun; Catron, Brittany; Landero, Julio; Caruso, Joseph A.; Cartwright, Iain L.",A Transgenic Drosophila Model for Arsenic Methylation Suggests a Metabolic Rationale for Differential Dose-Dependent Toxicity Endpoints,TOXICOLOGICAL SCIENCES,2011,121,303-311,10.1093/toxsci/kfr074
2263,N,"Pabst, Martin; Fischl, Richard M.; Brecker, Lothar; Morelle, Willy; Fauland, Alexander; Koefeler, Harald; Altmann, Friedrich; Leonard, Renaud",Rhamnogalacturonan II structure shows variation in the side chains monosaccharide composition and methylation status within and across different plant species,PLANT JOURNAL,2013,76,61-72,10.1111/tpj.12271
2264,Y,"Paleolog, Jerzy; Wilde, Jerzy; Siuda, Maciej; Bak, Beata; Wojcik, Lukasz; Strachecka, Aneta","Imidacloprid markedly affects hemolymph proteolysis, biomarkers, DNA global methylation, and the cuticle proteolytic layer in western honeybees",APIDOLOGIE,2020,51,620-630,10.1007/s13592-020-00747-4
